teacher_condition,block_condition,condition_index,condition_count_index,human_play_reward_1,human_play_reward_2,human_play_reward_3,model_play_reward_1,model_play_reward_2,model_play_reward_3,method,trial
novice,play watch play,1,1,11.0,14.0,,14.0,18.0,,Thompson-Naive,5df2be706e8aab1d1eb46feb
novice,play watch play,1,1,11.0,14.0,,14.0,16.0,,Thompson-Predict,5df2be706e8aab1d1eb46feb
no teacher,play play play,2,1,13.0,13.0,16.0,13.0,7.0,10.0,Thompson-Lesion,5e1d70edd727e90dea42d137
no teacher,play play play,2,1,13.0,13.0,16.0,10.0,21.0,17.0,Thompson-Naive,5e1d70edd727e90dea42d137
no teacher,play play play,2,1,13.0,13.0,16.0,13.0,15.0,12.0,Thompson-Predict,5e1d70edd727e90dea42d137
no teacher,play play play,3,1,10.0,11.0,17.0,13.0,11.0,13.0,Thompson-Lesion,5e35e8505aa70059ea6edbcf
no teacher,play play play,3,1,10.0,11.0,17.0,15.0,12.0,16.0,Thompson-Naive,5e35e8505aa70059ea6edbcf
no teacher,play play play,3,1,10.0,11.0,17.0,8.0,15.0,16.0,Thompson-Predict,5e35e8505aa70059ea6edbcf
novice,play watch play,0,0,8.0,19.0,,10.0,16.0,,Thompson-Lesion,5b33034d975e260001e981c9
novice,play watch play,0,0,8.0,19.0,,14.0,17.0,,Thompson-Naive,5b33034d975e260001e981c9
novice,play watch play,0,0,8.0,19.0,,11.0,20.0,,Thompson-Predict,5b33034d975e260001e981c9
expert,watch play play,0,0,17.0,11.0,,16,17,,Thompson-Lesion,5c1b9212bfd9220001a9ada0
expert,watch play play,0,0,17.0,11.0,,16,20,,Thompson-Naive,5c1b9212bfd9220001a9ada0
expert,watch play play,0,0,17.0,11.0,,10,16,,Thompson-Predict,5c1b9212bfd9220001a9ada0
no teacher,play play play,1,0,20.0,12.0,21.0,13.0,10.0,14.0,Thompson-Lesion,5a2adf6a8e00a000019864fb
no teacher,play play play,1,0,20.0,12.0,21.0,8.0,10.0,15.0,Thompson-Naive,5a2adf6a8e00a000019864fb
no teacher,play play play,1,0,20.0,12.0,21.0,15.0,11.0,18.0,Thompson-Predict,5a2adf6a8e00a000019864fb
novice,watch play play,1,1,16.0,16.0,,13,7,,Thompson-Lesion,63ddc6baab6a2130b8a41bf7
novice,watch play play,1,1,16.0,16.0,,17,17,,Thompson-Naive,63ddc6baab6a2130b8a41bf7
novice,watch play play,1,1,16.0,16.0,,14,17,,Thompson-Predict,63ddc6baab6a2130b8a41bf7
novice,play watch play,0,0,10.0,14.0,,11.0,18.0,,Thompson-Lesion,658e66f34a68a13ce2c6ab37
novice,play watch play,0,0,10.0,14.0,,11.0,13.0,,Thompson-Naive,658e66f34a68a13ce2c6ab37
novice,play watch play,0,0,10.0,14.0,,9.0,11.0,,Thompson-Predict,658e66f34a68a13ce2c6ab37
no teacher,play play play,1,1,14.0,15.0,12.0,10.0,15.0,12.0,Thompson-Lesion,5d092069fb1a540001dd5028
no teacher,play play play,1,1,14.0,15.0,12.0,13.0,15.0,17.0,Thompson-Naive,5d092069fb1a540001dd5028
no teacher,play play play,1,1,14.0,15.0,12.0,9.0,13.0,19.0,Thompson-Predict,5d092069fb1a540001dd5028
novice,watch play play,0,0,15.0,12.0,,15,16,,Thompson-Lesion,60edc8b4b70a4a4131a8bcfa
novice,watch play play,0,0,15.0,12.0,,15,19,,Thompson-Naive,60edc8b4b70a4a4131a8bcfa
novice,watch play play,0,0,15.0,12.0,,8,16,,Thompson-Predict,60edc8b4b70a4a4131a8bcfa
novice,play watch play,0,0,11.0,9.0,,9.0,12.0,,Thompson-Lesion,6519b6951e9a19f4b3d6f545
novice,play watch play,0,0,11.0,9.0,,14.0,14.0,,Thompson-Naive,6519b6951e9a19f4b3d6f545
novice,play watch play,0,0,11.0,9.0,,12.0,15.0,,Thompson-Predict,6519b6951e9a19f4b3d6f545
expert,play watch play,1,1,13.0,18.0,,10.0,19.0,,Thompson-Lesion,5e35e8505aa70059ea6edbcf
expert,play watch play,1,1,13.0,18.0,,11.0,18.0,,Thompson-Naive,5e35e8505aa70059ea6edbcf
expert,play watch play,1,1,13.0,18.0,,14.0,21.0,,Thompson-Predict,5e35e8505aa70059ea6edbcf
expert,watch play play,1,1,15.0,16.0,,14,19,,Thompson-Lesion,5e62f732321c5c08db54cca2
expert,watch play play,1,1,15.0,16.0,,15,16,,Thompson-Naive,5e62f732321c5c08db54cca2
expert,watch play play,1,1,15.0,16.0,,13,19,,Thompson-Predict,5e62f732321c5c08db54cca2
expert,play watch play,0,0,6.0,11.0,,14.0,21.0,,Thompson-Lesion,62e6c5d05d354e1f99d612e4
expert,play watch play,0,0,6.0,11.0,,11.0,17.0,,Thompson-Naive,62e6c5d05d354e1f99d612e4
expert,play watch play,0,0,6.0,11.0,,9.0,21.0,,Thompson-Predict,62e6c5d05d354e1f99d612e4
novice,watch play play,0,0,16.0,20.0,,14,20,,Thompson-Lesion,55bc99e3fdf99b06452252f8
novice,watch play play,0,0,16.0,20.0,,8,11,,Thompson-Naive,55bc99e3fdf99b06452252f8
novice,watch play play,0,0,16.0,20.0,,13,15,,Thompson-Predict,55bc99e3fdf99b06452252f8
expert,watch play play,1,1,11.0,23.0,,19,18,,Thompson-Lesion,60fcc356256445ec7775dc39
expert,watch play play,1,1,11.0,23.0,,13,14,,Thompson-Naive,60fcc356256445ec7775dc39
expert,watch play play,1,1,11.0,23.0,,12,16,,Thompson-Predict,60fcc356256445ec7775dc39
novice,play watch play,0,0,17.0,19.0,,11.0,12.0,,Thompson-Lesion,616d6463aa6ae2ee832b3804
novice,play watch play,0,0,17.0,19.0,,10.0,21.0,,Thompson-Naive,616d6463aa6ae2ee832b3804
novice,play watch play,0,0,17.0,19.0,,13.0,13.0,,Thompson-Predict,616d6463aa6ae2ee832b3804
novice,watch play play,1,1,13.0,17.0,,14,10,,Thompson-Lesion,5cb489ff0cd1ed0017465d19
novice,watch play play,1,1,13.0,17.0,,11,17,,Thompson-Naive,5cb489ff0cd1ed0017465d19
novice,watch play play,1,1,13.0,17.0,,14,8,,Thompson-Predict,5cb489ff0cd1ed0017465d19
novice,play watch play,0,0,13.0,14.0,,9.0,17.0,,Thompson-Lesion,5a2adf6a8e00a000019864fb
novice,play watch play,0,0,13.0,14.0,,11.0,18.0,,Thompson-Naive,5a2adf6a8e00a000019864fb
novice,play watch play,0,0,13.0,14.0,,13.0,18.0,,Thompson-Predict,5a2adf6a8e00a000019864fb
expert,watch play play,0,0,19.0,9.0,,17,15,,Thompson-Lesion,614f9a284f135b4da3329968
expert,watch play play,0,0,19.0,9.0,,16,20,,Thompson-Naive,614f9a284f135b4da3329968
expert,watch play play,0,0,19.0,9.0,,15,16,,Thompson-Predict,614f9a284f135b4da3329968
novice,play watch play,1,1,17.0,8.0,,12.0,17.0,,Thompson-Lesion,616d6463aa6ae2ee832b3804
novice,play watch play,1,1,17.0,8.0,,13.0,16.0,,Thompson-Naive,616d6463aa6ae2ee832b3804
novice,play watch play,1,1,17.0,8.0,,11.0,18.0,,Thompson-Predict,616d6463aa6ae2ee832b3804
expert,watch play play,0,0,17.0,18.0,,15,15,,Thompson-Lesion,60f2a2b4932fed5326988e0f
expert,watch play play,0,0,17.0,18.0,,13,14,,Thompson-Naive,60f2a2b4932fed5326988e0f
expert,watch play play,0,0,17.0,18.0,,19,18,,Thompson-Predict,60f2a2b4932fed5326988e0f
no teacher,play play play,0,1,7.0,14.0,11.0,14.0,15.0,22.0,Thompson-Lesion,60e6edaeed006606fe5d0419
no teacher,play play play,0,1,7.0,14.0,11.0,14.0,16.0,20.0,Thompson-Naive,60e6edaeed006606fe5d0419
no teacher,play play play,0,1,7.0,14.0,11.0,13.0,20.0,18.0,Thompson-Predict,60e6edaeed006606fe5d0419
novice,watch play play,0,0,12.0,16.0,,6,15,,Thompson-Lesion,631615e2e62254d0d63d1ab0
novice,watch play play,0,0,12.0,16.0,,13,11,,Thompson-Naive,631615e2e62254d0d63d1ab0
novice,watch play play,0,0,12.0,16.0,,13,22,,Thompson-Predict,631615e2e62254d0d63d1ab0
expert,watch play play,0,0,14.0,6.0,,12,15,,Thompson-Lesion,62c9024c3181d7800e31a759
expert,watch play play,0,0,14.0,6.0,,7,15,,Thompson-Naive,62c9024c3181d7800e31a759
expert,watch play play,0,0,14.0,6.0,,7,14,,Thompson-Predict,62c9024c3181d7800e31a759
no teacher,play play play,0,0,10.0,22.0,16.0,13.0,15.0,16.0,Thompson-Lesion,611bce5ac6e92b749dc5e450
no teacher,play play play,0,0,10.0,22.0,16.0,15.0,13.0,23.0,Thompson-Naive,611bce5ac6e92b749dc5e450
no teacher,play play play,0,0,10.0,22.0,16.0,11.0,9.0,14.0,Thompson-Predict,611bce5ac6e92b749dc5e450
novice,watch play play,0,0,6.0,8.0,,18,17,,Thompson-Lesion,5be4c8d0d4079000014c0998
novice,watch play play,0,0,6.0,8.0,,16,23,,Thompson-Naive,5be4c8d0d4079000014c0998
novice,watch play play,0,0,6.0,8.0,,13,16,,Thompson-Predict,5be4c8d0d4079000014c0998
novice,play watch play,0,0,19.0,18.0,,12.0,14.0,,Thompson-Lesion,5efcaaee74e56207d16db007
novice,play watch play,0,0,19.0,18.0,,17.0,13.0,,Thompson-Naive,5efcaaee74e56207d16db007
novice,play watch play,0,0,19.0,18.0,,11.0,14.0,,Thompson-Predict,5efcaaee74e56207d16db007
novice,watch play play,1,1,12.0,16.0,,8,15,,Thompson-Lesion,60fdd725b2cd02db32f9c718
novice,watch play play,1,1,12.0,16.0,,17,13,,Thompson-Naive,60fdd725b2cd02db32f9c718
novice,watch play play,1,1,12.0,16.0,,11,15,,Thompson-Predict,60fdd725b2cd02db32f9c718
expert,play watch play,0,0,9.0,13.0,,12.0,19.0,,Thompson-Lesion,5dbf704fa3f5cb40876271fc
expert,play watch play,0,0,9.0,13.0,,12.0,18.0,,Thompson-Naive,5dbf704fa3f5cb40876271fc
expert,play watch play,0,0,9.0,13.0,,16.0,15.0,,Thompson-Predict,5dbf704fa3f5cb40876271fc
no teacher,play play play,1,1,17.0,11.0,13.0,15.0,20.0,16.0,Thompson-Lesion,5d0e6b201b7ef6001a6346fc
no teacher,play play play,1,1,17.0,11.0,13.0,12.0,16.0,22.0,Thompson-Naive,5d0e6b201b7ef6001a6346fc
no teacher,play play play,1,1,17.0,11.0,13.0,10.0,19.0,20.0,Thompson-Predict,5d0e6b201b7ef6001a6346fc
novice,play watch play,0,0,13.0,19.0,,10.0,10.0,,Thompson-Lesion,60e6edaeed006606fe5d0419
novice,play watch play,0,0,13.0,19.0,,14.0,20.0,,Thompson-Naive,60e6edaeed006606fe5d0419
novice,play watch play,0,0,13.0,19.0,,11.0,14.0,,Thompson-Predict,60e6edaeed006606fe5d0419
expert,watch play play,0,0,22.0,21.0,,17,18,,Thompson-Lesion,5ba163d9cc5dd00001672c78
expert,watch play play,0,0,22.0,21.0,,15,20,,Thompson-Naive,5ba163d9cc5dd00001672c78
expert,watch play play,0,0,22.0,21.0,,24,22,,Thompson-Predict,5ba163d9cc5dd00001672c78
novice,watch play play,0,0,17.0,13.0,,13,11,,Thompson-Lesion,5ac6e74f9534ba0001c756d5
novice,watch play play,0,0,17.0,13.0,,11,16,,Thompson-Naive,5ac6e74f9534ba0001c756d5
novice,watch play play,0,0,17.0,13.0,,13,12,,Thompson-Predict,5ac6e74f9534ba0001c756d5
expert,watch play play,1,1,20.0,20.0,,14,18,,Thompson-Lesion,5b0ef5a630037f0001d0ff4b
expert,watch play play,1,1,20.0,20.0,,12,13,,Thompson-Naive,5b0ef5a630037f0001d0ff4b
expert,watch play play,1,1,20.0,20.0,,20,20,,Thompson-Predict,5b0ef5a630037f0001d0ff4b
expert,play watch play,1,1,13.0,12.0,,10.0,18.0,,Thompson-Lesion,60c01964b0d8a8858c3fa335
expert,play watch play,1,1,13.0,12.0,,12.0,15.0,,Thompson-Naive,60c01964b0d8a8858c3fa335
expert,play watch play,1,1,13.0,12.0,,13.0,21.0,,Thompson-Predict,60c01964b0d8a8858c3fa335
no teacher,play play play,2,0,7.0,12.0,9.0,10.0,19.0,14.0,Thompson-Lesion,62f3d5ac1cf87ffbc2f4f26b
no teacher,play play play,2,0,7.0,12.0,9.0,13.0,11.0,14.0,Thompson-Naive,62f3d5ac1cf87ffbc2f4f26b
no teacher,play play play,2,0,7.0,12.0,9.0,11.0,15.0,20.0,Thompson-Predict,62f3d5ac1cf87ffbc2f4f26b
no teacher,play play play,0,0,12.0,7.0,10.0,10.0,22.0,21.0,Thompson-Lesion,5a348ea750833c0001ee9550
no teacher,play play play,0,0,12.0,7.0,10.0,15.0,13.0,17.0,Thompson-Naive,5a348ea750833c0001ee9550
no teacher,play play play,0,0,12.0,7.0,10.0,12.0,11.0,18.0,Thompson-Predict,5a348ea750833c0001ee9550
novice,watch play play,0,0,15.0,11.0,,12,19,,Thompson-Lesion,63d5aafaa65a001c36a652b2
novice,watch play play,0,0,15.0,11.0,,12,20,,Thompson-Naive,63d5aafaa65a001c36a652b2
novice,watch play play,0,0,15.0,11.0,,7,13,,Thompson-Predict,63d5aafaa65a001c36a652b2
no teacher,play play play,1,0,11.0,13.0,18.0,15.0,21.0,19.0,Thompson-Lesion,577d11f88b3e2300016d74a0
no teacher,play play play,1,0,11.0,13.0,18.0,13.0,14.0,15.0,Thompson-Naive,577d11f88b3e2300016d74a0
no teacher,play play play,1,0,11.0,13.0,18.0,7.0,15.0,11.0,Thompson-Predict,577d11f88b3e2300016d74a0
expert,watch play play,1,1,21.0,21.0,,19,22,,Thompson-Lesion,62c9024c3181d7800e31a759
expert,watch play play,1,1,21.0,21.0,,20,18,,Thompson-Naive,62c9024c3181d7800e31a759
expert,watch play play,1,1,21.0,21.0,,22,21,,Thompson-Predict,62c9024c3181d7800e31a759
no teacher,play play play,3,1,16.0,16.0,21.0,9.0,21.0,20.0,Thompson-Lesion,628f0d7e3055b5d1887916c5
no teacher,play play play,3,1,16.0,16.0,21.0,11.0,20.0,18.0,Thompson-Naive,628f0d7e3055b5d1887916c5
no teacher,play play play,3,1,16.0,16.0,21.0,10.0,15.0,19.0,Thompson-Predict,628f0d7e3055b5d1887916c5
novice,watch play play,0,0,11.0,11.0,,16,12,,Thompson-Lesion,59f22a9fd6380600018b2929
novice,watch play play,0,0,11.0,11.0,,13,10,,Thompson-Naive,59f22a9fd6380600018b2929
novice,watch play play,0,0,11.0,11.0,,13,14,,Thompson-Predict,59f22a9fd6380600018b2929
novice,play watch play,0,0,11.0,12.0,,9.0,8.0,,Thompson-Lesion,63d5aafaa65a001c36a652b2
novice,play watch play,0,0,11.0,12.0,,14.0,13.0,,Thompson-Naive,63d5aafaa65a001c36a652b2
novice,play watch play,0,0,11.0,12.0,,15.0,13.0,,Thompson-Predict,63d5aafaa65a001c36a652b2
expert,play watch play,0,0,10.0,20.0,,8.0,23.0,,Thompson-Lesion,5e62f732321c5c08db54cca2
expert,play watch play,0,0,10.0,20.0,,15.0,13.0,,Thompson-Naive,5e62f732321c5c08db54cca2
expert,play watch play,0,0,10.0,20.0,,12.0,19.0,,Thompson-Predict,5e62f732321c5c08db54cca2
novice,watch play play,1,1,11.0,10.0,,10,14,,Thompson-Lesion,60fda82c6d2d7be651a8e4b7
novice,watch play play,1,1,11.0,10.0,,12,21,,Thompson-Naive,60fda82c6d2d7be651a8e4b7
novice,watch play play,1,1,11.0,10.0,,12,16,,Thompson-Predict,60fda82c6d2d7be651a8e4b7
novice,watch play play,1,1,12.0,10.0,,14,18,,Thompson-Lesion,659d55bdaf21e817bc9a6a2a
novice,watch play play,1,1,12.0,10.0,,16,17,,Thompson-Naive,659d55bdaf21e817bc9a6a2a
novice,watch play play,1,1,12.0,10.0,,12,11,,Thompson-Predict,659d55bdaf21e817bc9a6a2a
expert,play watch play,1,1,11.0,22.0,,11.0,20.0,,Thompson-Lesion,616d6463aa6ae2ee832b3804
expert,play watch play,1,1,11.0,22.0,,10.0,17.0,,Thompson-Naive,616d6463aa6ae2ee832b3804
expert,play watch play,1,1,11.0,22.0,,13.0,18.0,,Thompson-Predict,616d6463aa6ae2ee832b3804
novice,watch play play,0,0,7.0,16.0,,9,15,,Thompson-Lesion,6496f162cb9494f2bd0cb495
novice,watch play play,0,0,7.0,16.0,,15,14,,Thompson-Naive,6496f162cb9494f2bd0cb495
novice,watch play play,0,0,7.0,16.0,,16,13,,Thompson-Predict,6496f162cb9494f2bd0cb495
expert,play watch play,1,1,16.0,18.0,,11.0,14.0,,Thompson-Lesion,60fca6d058e4c2affb22d206
expert,play watch play,1,1,16.0,18.0,,13.0,13.0,,Thompson-Naive,60fca6d058e4c2affb22d206
expert,play watch play,1,1,16.0,18.0,,15.0,17.0,,Thompson-Predict,60fca6d058e4c2affb22d206
novice,watch play play,1,1,2.0,14.0,,11,18,,Thompson-Lesion,60c01964b0d8a8858c3fa335
novice,watch play play,1,1,2.0,14.0,,12,19,,Thompson-Naive,60c01964b0d8a8858c3fa335
novice,watch play play,1,1,2.0,14.0,,13,11,,Thompson-Predict,60c01964b0d8a8858c3fa335
expert,watch play play,1,1,11.0,16.0,,11,13,,Thompson-Lesion,60f5f8769fc9289a9e518129
expert,watch play play,1,1,11.0,16.0,,12,14,,Thompson-Naive,60f5f8769fc9289a9e518129
expert,watch play play,1,1,11.0,16.0,,10,14,,Thompson-Predict,60f5f8769fc9289a9e518129
expert,watch play play,1,1,18.0,18.0,,22,19,,Thompson-Lesion,589d0c07d6a2220001178695
expert,watch play play,1,1,18.0,18.0,,16,17,,Thompson-Naive,589d0c07d6a2220001178695
expert,watch play play,1,1,18.0,18.0,,18,21,,Thompson-Predict,589d0c07d6a2220001178695
no teacher,play play play,1,1,13.0,16.0,14.0,10.0,14.0,15.0,Thompson-Lesion,5c35ad4bdb7cf60001204af9
no teacher,play play play,1,1,13.0,16.0,14.0,6.0,8.0,9.0,Thompson-Naive,5c35ad4bdb7cf60001204af9
no teacher,play play play,1,1,13.0,16.0,14.0,10.0,15.0,21.0,Thompson-Predict,5c35ad4bdb7cf60001204af9
novice,watch play play,0,0,19.0,22.0,,12,19,,Thompson-Lesion,61118e9a32395df5867ce217
novice,watch play play,0,0,19.0,22.0,,17,18,,Thompson-Naive,61118e9a32395df5867ce217
novice,watch play play,0,0,19.0,22.0,,11,16,,Thompson-Predict,61118e9a32395df5867ce217
novice,play watch play,0,0,13.0,12.0,,10.0,22.0,,Thompson-Lesion,577d11f88b3e2300016d74a0
novice,play watch play,0,0,13.0,12.0,,12.0,16.0,,Thompson-Naive,577d11f88b3e2300016d74a0
novice,play watch play,0,0,13.0,12.0,,14.0,15.0,,Thompson-Predict,577d11f88b3e2300016d74a0
novice,play watch play,1,1,12.0,13.0,,10.0,11.0,,Thompson-Lesion,5e1c138a2bf9514062e4de6b
novice,play watch play,1,1,12.0,13.0,,10.0,14.0,,Thompson-Naive,5e1c138a2bf9514062e4de6b
novice,play watch play,1,1,12.0,13.0,,12.0,20.0,,Thompson-Predict,5e1c138a2bf9514062e4de6b
expert,watch play play,1,1,22.0,19.0,,16,14,,Thompson-Lesion,5ea3694d838a642e5790ec0a
expert,watch play play,1,1,22.0,19.0,,16,18,,Thompson-Naive,5ea3694d838a642e5790ec0a
expert,watch play play,1,1,22.0,19.0,,17,20,,Thompson-Predict,5ea3694d838a642e5790ec0a
expert,play watch play,1,1,11.0,21.0,,15.0,19.0,,Thompson-Lesion,5d8d12f6d88e3a00142c9751
expert,play watch play,1,1,11.0,21.0,,11.0,17.0,,Thompson-Naive,5d8d12f6d88e3a00142c9751
expert,play watch play,1,1,11.0,21.0,,10.0,18.0,,Thompson-Predict,5d8d12f6d88e3a00142c9751
novice,play watch play,0,0,19.0,21.0,,14.0,15.0,,Thompson-Lesion,5e1d70edd727e90dea42d137
novice,play watch play,0,0,19.0,21.0,,15.0,19.0,,Thompson-Naive,5e1d70edd727e90dea42d137
novice,play watch play,0,0,19.0,21.0,,13.0,13.0,,Thompson-Predict,5e1d70edd727e90dea42d137
novice,play watch play,1,1,13.0,11.0,,13.0,12.0,,Thompson-Lesion,65aed2821502ba3ac8b601c7
novice,play watch play,1,1,13.0,11.0,,14.0,9.0,,Thompson-Naive,65aed2821502ba3ac8b601c7
novice,play watch play,1,1,13.0,11.0,,6.0,20.0,,Thompson-Predict,65aed2821502ba3ac8b601c7
expert,watch play play,0,0,10.0,4.0,,17,20,,Thompson-Lesion,60edc8b4b70a4a4131a8bcfa
expert,watch play play,0,0,10.0,4.0,,14,19,,Thompson-Naive,60edc8b4b70a4a4131a8bcfa
expert,watch play play,0,0,10.0,4.0,,17,22,,Thompson-Predict,60edc8b4b70a4a4131a8bcfa
no teacher,play play play,4,0,11.0,10.0,14.0,15.0,10.0,15.0,Thompson-Lesion,5bd283469afb5b00015bdd5a
no teacher,play play play,4,0,11.0,10.0,14.0,11.0,19.0,20.0,Thompson-Naive,5bd283469afb5b00015bdd5a
no teacher,play play play,4,0,11.0,10.0,14.0,8.0,13.0,18.0,Thompson-Predict,5bd283469afb5b00015bdd5a
expert,play watch play,1,1,14.0,21.0,,14.0,18.0,,Thompson-Lesion,60e792f25e9ab875f9605cf5
expert,play watch play,1,1,14.0,21.0,,12.0,15.0,,Thompson-Naive,60e792f25e9ab875f9605cf5
expert,play watch play,1,1,14.0,21.0,,16.0,20.0,,Thompson-Predict,60e792f25e9ab875f9605cf5
novice,watch play play,0,0,9.0,14.0,,14,11,,Thompson-Lesion,5bd283469afb5b00015bdd5a
novice,watch play play,0,0,9.0,14.0,,11,13,,Thompson-Naive,5bd283469afb5b00015bdd5a
novice,watch play play,0,0,9.0,14.0,,12,14,,Thompson-Predict,5bd283469afb5b00015bdd5a
expert,watch play play,1,1,20.0,15.0,,22,19,,Thompson-Lesion,5c4353086ce36f0001205f65
expert,watch play play,1,1,20.0,15.0,,15,16,,Thompson-Naive,5c4353086ce36f0001205f65
expert,watch play play,1,1,20.0,15.0,,13,18,,Thompson-Predict,5c4353086ce36f0001205f65
novice,watch play play,1,1,13.0,13.0,,13,14,,Thompson-Lesion,652fe7c2b91e23646d72a1e6
novice,watch play play,1,1,13.0,13.0,,14,16,,Thompson-Naive,652fe7c2b91e23646d72a1e6
novice,watch play play,1,1,13.0,13.0,,15,14,,Thompson-Predict,652fe7c2b91e23646d72a1e6
novice,watch play play,0,0,16.0,13.0,,12,12,,Thompson-Lesion,5cb489ff0cd1ed0017465d19
novice,watch play play,0,0,16.0,13.0,,17,16,,Thompson-Naive,5cb489ff0cd1ed0017465d19
novice,watch play play,0,0,16.0,13.0,,9,13,,Thompson-Predict,5cb489ff0cd1ed0017465d19
novice,watch play play,0,0,9.0,21.0,,13,15,,Thompson-Lesion,5dbf704fa3f5cb40876271fc
novice,watch play play,0,0,9.0,21.0,,14,16,,Thompson-Naive,5dbf704fa3f5cb40876271fc
novice,watch play play,0,0,9.0,21.0,,9,15,,Thompson-Predict,5dbf704fa3f5cb40876271fc
expert,play watch play,0,0,22.0,20.0,,11.0,16.0,,Thompson-Lesion,5ae3a41d32ef52000131a531
expert,play watch play,0,0,22.0,20.0,,4.0,21.0,,Thompson-Naive,5ae3a41d32ef52000131a531
expert,play watch play,0,0,22.0,20.0,,12.0,19.0,,Thompson-Predict,5ae3a41d32ef52000131a531
no teacher,play play play,2,1,15.0,9.0,3.0,8.0,17.0,17.0,Thompson-Lesion,654b007b971573e60e72d25c
no teacher,play play play,2,1,15.0,9.0,3.0,14.0,13.0,16.0,Thompson-Naive,654b007b971573e60e72d25c
no teacher,play play play,2,1,15.0,9.0,3.0,15.0,12.0,13.0,Thompson-Predict,654b007b971573e60e72d25c
novice,play watch play,1,1,7.0,24.0,,10.0,17.0,,Thompson-Lesion,5b564680ed90280001510d9a
novice,play watch play,1,1,7.0,24.0,,11.0,18.0,,Thompson-Naive,5b564680ed90280001510d9a
novice,play watch play,1,1,7.0,24.0,,16.0,19.0,,Thompson-Predict,5b564680ed90280001510d9a
novice,watch play play,1,1,17.0,14.0,,7,12,,Thompson-Lesion,5ab7c19e1667e40001d7cd93
novice,watch play play,1,1,17.0,14.0,,11,10,,Thompson-Naive,5ab7c19e1667e40001d7cd93
novice,watch play play,1,1,17.0,14.0,,13,13,,Thompson-Predict,5ab7c19e1667e40001d7cd93
no teacher,play play play,2,1,14.0,15.0,20.0,18.0,17.0,22.0,Thompson-Lesion,5e0e1b8800a6bf000a694f79
no teacher,play play play,2,1,14.0,15.0,20.0,13.0,19.0,20.0,Thompson-Naive,5e0e1b8800a6bf000a694f79
no teacher,play play play,2,1,14.0,15.0,20.0,11.0,15.0,9.0,Thompson-Predict,5e0e1b8800a6bf000a694f79
novice,play watch play,0,0,10.0,16.0,,13.0,15.0,,Thompson-Lesion,63d7fb6ee49281f6c41d6630
novice,play watch play,0,0,10.0,16.0,,14.0,13.0,,Thompson-Naive,63d7fb6ee49281f6c41d6630
novice,play watch play,0,0,10.0,16.0,,12.0,13.0,,Thompson-Predict,63d7fb6ee49281f6c41d6630
no teacher,play play play,1,1,16.0,13.0,19.0,8.0,18.0,19.0,Thompson-Lesion,59f22a9fd6380600018b2929
no teacher,play play play,1,1,16.0,13.0,19.0,13.0,13.0,18.0,Thompson-Naive,59f22a9fd6380600018b2929
no teacher,play play play,1,1,16.0,13.0,19.0,11.0,9.0,16.0,Thompson-Predict,59f22a9fd6380600018b2929
novice,play watch play,1,1,11.0,13.0,,13.0,19.0,,Thompson-Lesion,5e35e8505aa70059ea6edbcf
novice,play watch play,1,1,11.0,13.0,,10.0,9.0,,Thompson-Naive,5e35e8505aa70059ea6edbcf
novice,play watch play,1,1,11.0,13.0,,14.0,20.0,,Thompson-Predict,5e35e8505aa70059ea6edbcf
novice,play watch play,1,1,12.0,19.0,,11.0,12.0,,Thompson-Lesion,5be084ec4c397b0001ec3567
novice,play watch play,1,1,12.0,19.0,,16.0,17.0,,Thompson-Naive,5be084ec4c397b0001ec3567
novice,play watch play,1,1,12.0,19.0,,10.0,12.0,,Thompson-Predict,5be084ec4c397b0001ec3567
novice,play watch play,1,1,8.0,9.0,,13.0,20.0,,Thompson-Lesion,60fca6d058e4c2affb22d206
novice,play watch play,1,1,8.0,9.0,,13.0,13.0,,Thompson-Naive,60fca6d058e4c2affb22d206
novice,play watch play,1,1,8.0,9.0,,11.0,18.0,,Thompson-Predict,60fca6d058e4c2affb22d206
no teacher,play play play,0,1,15.0,7.0,14.0,15.0,16.0,18.0,Thompson-Lesion,612274842d4805447451f87b
no teacher,play play play,0,1,15.0,7.0,14.0,13.0,9.0,13.0,Thompson-Naive,612274842d4805447451f87b
no teacher,play play play,0,1,15.0,7.0,14.0,9.0,14.0,18.0,Thompson-Predict,612274842d4805447451f87b
no teacher,play play play,1,1,18.0,12.0,16.0,12.0,14.0,17.0,Thompson-Lesion,631ab79e8635a1df26319958
no teacher,play play play,1,1,18.0,12.0,16.0,16.0,19.0,20.0,Thompson-Naive,631ab79e8635a1df26319958
no teacher,play play play,1,1,18.0,12.0,16.0,12.0,13.0,17.0,Thompson-Predict,631ab79e8635a1df26319958
novice,play watch play,1,1,10.0,21.0,,12.0,15.0,,Thompson-Lesion,61118e9a32395df5867ce217
novice,play watch play,1,1,10.0,21.0,,15.0,15.0,,Thompson-Naive,61118e9a32395df5867ce217
novice,play watch play,1,1,10.0,21.0,,14.0,10.0,,Thompson-Predict,61118e9a32395df5867ce217
expert,play watch play,1,1,12.0,20.0,,11.0,18.0,,Thompson-Lesion,55acf681fdf99b3d5b2ab68c
expert,play watch play,1,1,12.0,20.0,,13.0,17.0,,Thompson-Naive,55acf681fdf99b3d5b2ab68c
expert,play watch play,1,1,12.0,20.0,,10.0,21.0,,Thompson-Predict,55acf681fdf99b3d5b2ab68c
